GO_ID,level,depth,GO_Term,study_count,study_n,pop_count,pop_n,enrichment,adj_p_fdr_bh
GO:0009735,4,5,response to cytokinin,1,9,1,30522,e,0.0002948692746356525
GO:0009625,3,5,response to insect,1,9,1,30522,e,0.0002948692746356525
GO:0009651,4,4,response to salt stress,1,9,1,30522,e,0.0002948692746356525
GO:0016567,8,9,protein ubiquitination,1,9,1,30522,e,0.0002948692746356525
GO:1903648,8,8,positive regulation of chlorophyll catabolic process,1,9,1,30522,e,0.0002948692746356525
GO:0071219,4,5,cellular response to molecule of bacterial origin,1,9,1,30522,e,0.0002948692746356525
GO:0140426,6,11,pathogen-associated molecular pattern receptor signaling pathway,1,9,1,30522,e,0.0002948692746356525
GO:0030154,3,3,cell differentiation,1,9,1,30522,e,0.0002948692746356525
GO:0009738,4,6,abscisic acid-activated signaling pathway,1,9,1,30522,e,0.0002948692746356525
GO:0045739,5,8,positive regulation of DNA repair,1,9,1,30522,e,0.0002948692746356525
GO:0090333,5,5,regulation of stomatal closure,1,9,1,30522,e,0.0002948692746356525
GO:0090709,5,6,regulation of timing of plant organ formation,1,9,1,30522,e,0.0002948692746356525
GO:0014070,4,4,response to organic cyclic compound,1,9,1,30522,e,0.0002948692746356525
GO:0002752,6,11,cell surface pattern recognition receptor signaling pathway,1,9,1,30522,e,0.0002948692746356525
GO:0010223,3,5,secondary shoot formation,1,9,1,30522,e,0.0002948692746356525
GO:0009605,2,2,response to external stimulus,1,9,1,30522,e,0.0002948692746356525
GO:0032370,5,6,positive regulation of lipid transport,1,9,1,30522,e,0.0002948692746356525
GO:0090059,6,6,protoxylem development,1,9,1,30522,e,0.0002948692746356525
GO:0008152,1,1,metabolic process,1,9,1,30522,e,0.0002948692746356525
GO:1901700,3,3,response to oxygen-containing compound,1,9,1,30522,e,0.0002948692746356525
GO:0009734,4,6,auxin-activated signaling pathway,1,9,1,30522,e,0.0002948692746356525
GO:0032499,5,6,detection of peptidoglycan,1,9,1,30522,e,0.0002948692746356525
GO:0071577,5,9,zinc ion transmembrane transport,1,9,1,30522,e,0.0002948692746356525
GO:0009845,2,2,seed germination,1,9,1,30522,e,0.0002948692746356525
GO:0090400,4,4,stress-induced premature senescence,1,9,1,30522,e,0.0002948692746356525
GO:0051053,6,7,negative regulation of DNA metabolic process,1,9,1,30522,e,0.0002948692746356525
GO:1900426,6,7,positive regulation of defense response to bacterium,1,9,1,30522,e,0.0002948692746356525
GO:0009862,4,6,"systemic acquired resistance, salicylic acid mediated signaling pathway",1,9,1,30522,e,0.0002948692746356525
GO:1901348,6,6,positive regulation of secondary cell wall biogenesis,1,9,1,30522,e,0.0002948692746356525
