GO_ID,level,depth,GO_Term,study_count,study_n,pop_count,pop_n,enrichment,adj_p_fdr_bh
GO:0051171,4,4,regulation of nitrogen compound metabolic process,1,15,1,30522,e,0.0004914487910594199
GO:0080112,2,3,seed growth,1,15,1,30522,e,0.0004914487910594199
GO:0007639,5,6,homeostasis of number of meristem cells,1,15,1,30522,e,0.0004914487910594199
GO:0016567,8,9,protein ubiquitination,1,15,1,30522,e,0.0004914487910594199
GO:0002181,5,8,cytoplasmic translation,1,15,1,30522,e,0.0004914487910594199
GO:0009722,5,6,detection of cytokinin stimulus,1,15,1,30522,e,0.0004914487910594199
GO:0010192,4,4,mucilage biosynthetic process,1,15,1,30522,e,0.0004914487910594199
GO:0048523,4,4,negative regulation of cellular process,1,15,1,30522,e,0.0004914487910594199
GO:0080090,4,4,regulation of primary metabolic process,1,15,1,30522,e,0.0004914487910594199
GO:0000413,7,8,protein peptidyl-prolyl isomerization,1,15,1,30522,e,0.0004914487910594199
GO:0007131,3,10,reciprocal meiotic recombination,1,15,1,30522,e,0.0004914487910594199
GO:0090737,7,8,telomere maintenance via telomere trimming,1,15,1,30522,e,0.0004914487910594199
GO:0002229,4,6,defense response to oomycetes,1,15,1,30522,e,0.0004914487910594199
GO:1900426,6,7,positive regulation of defense response to bacterium,1,15,1,30522,e,0.0004914487910594199
GO:1901990,6,7,regulation of mitotic cell cycle phase transition,1,15,1,30522,e,0.0004914487910594199
GO:0071323,5,6,cellular response to chitin,1,15,1,30522,e,0.0004914487910594199
GO:0022607,4,4,cellular component assembly,1,15,1,30522,e,0.0004914487910594199
GO:0048827,4,4,phyllome development,1,15,1,30522,e,0.0004914487910594199
GO:0016236,4,5,macroautophagy,1,15,1,30522,e,0.0004914487910594199
